Timestamp,ax,ay,az,gx,gy,gz
0,0,0,0,0,0,0
28-01-2022 01:49:12.936698,2,2,2,2,2,2
28-01-2022 01:49:13.453540,2,2,2,2,2,2
28-01-2022 01:49:13.963409,2,2,2,2,2,2
28-01-2022 01:49:14.475837,2,2,2,2,2,2
28-01-2022 01:49:14.987031,2,2,2,2,2,2
28-01-2022 02:00:04.061004,2,2,2,2,2,2
28-01-2022 02:00:04.569141,2,2,2,2,2,2
28-01-2022 02:00:05.084736,2,2,2,2,2,2
28-01-2022 02:00:05.578444,2,2,2,2,2,2
28-01-2022 02:00:06.096856,2,2,2,2,2,2
28-01-2022 02:00:06.621360,2,2,2,2,2,2
28-01-2022 02:00:07.128376,2,2,2,2,2,2
28-01-2022 02:00:07.644785,2,2,2,2,2,2
28-01-2022 02:00:08.156714,2,2,2,2,2,2
28-01-2022 02:00:08.659961,2,2,2,2,2,2
28-01-2022 02:00:09.168197,2,2,2,2,2,2
28-01-2022 02:00:09.695203,2,2,2,2,2,2
28-01-2022 02:00:10.199701,2,2,2,2,2,2
28-01-2022 02:00:10.706757,2,2,2,2,2,2
28-01-2022 02:00:11.214812,2,2,2,2,2,2
28-01-2022 02:00:11.718337,2,2,2,2,2,2
28-01-2022 02:00:12.235266,2,2,2,2,2,2
28-01-2022 02:00:12.741093,2,2,2,2,2,2
28-01-2022 02:00:13.260640,2,2,2,2,2,2
28-01-2022 02:00:13.769653,2,2,2,2,2,2
28-01-2022 02:34:46.366371,2,2,2,2,2,2
28-01-2022 02:34:46.383943,2,2,2,2,2,2
28-01-2022 02:34:46.555314,2,2,2,2,2,2
28-01-2022 02:34:46.735948,2,2,2,2,2,2
28-01-2022 02:34:46.775961,2,2,2,2,2,2
28-01-2022 02:34:46.912696,2,2,2,2,2,2
28-01-2022 02:34:46.933101,2,2,2,2,2,2
28-01-2022 02:34:47.098342,2,2,2,2,2,2
28-01-2022 02:34:47.281537,2,2,2,2,2,2
28-01-2022 02:34:47.313542,2,2,2,2,2,2
28-01-2022 02:34:47.461487,2,2,2,2,2,2
28-01-2022 02:34:47.479216,2,2,2,2,2,2
28-01-2022 02:34:47.647109,2,2,2,2,2,2
28-01-2022 02:34:47.824864,2,2,2,2,2,2
28-01-2022 02:34:47.831254,2,2,2,2,2,2
28-01-2022 02:34:48.008952,2,2,2,2,2,2
28-01-2022 02:34:48.033193,2,2,2,2,2,2
28-01-2022 02:34:48.191752,2,2,2,2,2,2
28-01-2022 02:34:48.206295,2,2,2,2,2,2
28-01-2022 02:34:48.374704,2,2,2,2,2,2
28-01-2022 02:34:48.542469,2,2,2,2,2,2
28-01-2022 02:34:48.572352,2,2,2,2,2,2
28-01-2022 02:34:48.733629,2,2,2,2,2,2
28-01-2022 02:34:48.749880,2,2,2,2,2,2
28-01-2022 02:34:48.921871,2,2,2,2,2,2
28-01-2022 02:34:49.093367,2,2,2,2,2,2
28-01-2022 02:34:49.116384,2,2,2,2,2,2
28-01-2022 02:34:49.285385,2,2,2,2,2,2
28-01-2022 02:34:49.285385,2,2,2,2,2,2
28-01-2022 02:34:49.467929,2,2,2,2,2,2
28-01-2022 02:34:49.643996,2,2,2,2,2,2
28-01-2022 02:34:49.667996,2,2,2,2,2,2
28-01-2022 02:34:49.831205,2,2,2,2,2,2
28-01-2022 02:34:49.839214,2,2,2,2,2,2
28-01-2022 02:34:50.015061,2,2,2,2,2,2
28-01-2022 02:34:50.198162,2,2,2,2,2,2
28-01-2022 02:34:50.206165,2,2,2,2,2,2
28-01-2022 02:34:50.386554,2,2,2,2,2,2
28-01-2022 02:34:50.386554,2,2,2,2,2,2
28-01-2022 02:34:50.567061,2,2,2,2,2,2
28-01-2022 02:34:50.583081,2,2,2,2,2,2
28-01-2022 02:34:50.747586,2,2,2,2,2,2
28-01-2022 02:34:50.925532,2,2,2,2,2,2
28-01-2022 02:34:50.955287,2,2,2,2,2,2
28-01-2022 02:34:51.110230,2,2,2,2,2,2
28-01-2022 02:34:51.126985,2,2,2,2,2,2
28-01-2022 02:34:51.295009,2,2,2,2,2,2
28-01-2022 02:34:51.477449,2,2,2,2,2,2
28-01-2022 02:34:51.509428,2,2,2,2,2,2
28-01-2022 02:34:51.659506,2,2,2,2,2,2
28-01-2022 02:34:51.676119,2,2,2,2,2,2
28-01-2022 02:34:51.837433,2,2,2,2,2,2
28-01-2022 02:34:52.022562,2,2,2,2,2,2
28-01-2022 02:34:52.030567,2,2,2,2,2,2
28-01-2022 02:34:52.209790,2,2,2,2,2,2
28-01-2022 02:34:52.215993,2,2,2,2,2,2
28-01-2022 02:34:52.384969,2,2,2,2,2,2
28-01-2022 02:34:52.573299,2,2,2,2,2,2
28-01-2022 02:34:52.573299,2,2,2,2,2,2
28-01-2022 02:34:52.757001,2,2,2,2,2,2
28-01-2022 02:34:52.757001,2,2,2,2,2,2
28-01-2022 02:34:52.933019,2,2,2,2,2,2
28-01-2022 02:34:52.941006,2,2,2,2,2,2
28-01-2022 02:34:53.113374,2,2,2,2,2,2
