Timestamp,ax,ay,az,gx,gy,gz
0,0,0,0,0,0,0
28-01-2022 01:49:12.950046,7,7,7,7,7,7
28-01-2022 01:49:13.453540,7,7,7,7,7,7
28-01-2022 01:49:13.971283,7,7,7,7,7,7
28-01-2022 01:49:14.475837,7,7,7,7,7,7
28-01-2022 01:49:14.987031,7,7,7,7,7,7
28-01-2022 02:00:04.061004,7,7,7,7,7,7
28-01-2022 02:00:04.569141,7,7,7,7,7,7
28-01-2022 02:00:05.087775,7,7,7,7,7,7
28-01-2022 02:00:05.593343,7,7,7,7,7,7
28-01-2022 02:00:06.102064,7,7,7,7,7,7
28-01-2022 02:00:06.627371,7,7,7,7,7,7
28-01-2022 02:00:07.140508,7,7,7,7,7,7
28-01-2022 02:00:07.644785,7,7,7,7,7,7
28-01-2022 02:00:08.156714,7,7,7,7,7,7
28-01-2022 02:00:09.176194,7,7,7,7,7,7
28-01-2022 02:00:09.695203,7,7,7,7,7,7
28-01-2022 02:00:10.199701,7,7,7,7,7,7
28-01-2022 02:00:10.706757,7,7,7,7,7,7
28-01-2022 02:00:11.215831,7,7,7,7,7,7
28-01-2022 02:00:11.726385,7,7,7,7,7,7
28-01-2022 02:00:12.235266,7,7,7,7,7,7
28-01-2022 02:00:12.749143,7,7,7,7,7,7
28-01-2022 02:00:13.260640,7,7,7,7,7,7
28-01-2022 02:00:13.769653,7,7,7,7,7,7
28-01-2022 02:34:46.375935,7,7,7,7,7,7
28-01-2022 02:34:46.391310,7,7,7,7,7,7
28-01-2022 02:34:46.555314,7,7,7,7,7,7
28-01-2022 02:34:46.743961,7,7,7,7,7,7
28-01-2022 02:34:46.791961,7,7,7,7,7,7
28-01-2022 02:34:46.912696,7,7,7,7,7,7
28-01-2022 02:34:46.933101,7,7,7,7,7,7
28-01-2022 02:34:47.098342,7,7,7,7,7,7
28-01-2022 02:34:47.281537,7,7,7,7,7,7
28-01-2022 02:34:47.305543,7,7,7,7,7,7
28-01-2022 02:34:47.469506,7,7,7,7,7,7
28-01-2022 02:34:47.479216,7,7,7,7,7,7
28-01-2022 02:34:47.647109,7,7,7,7,7,7
28-01-2022 02:34:47.831254,7,7,7,7,7,7
28-01-2022 02:34:48.008952,7,7,7,7,7,7
28-01-2022 02:34:48.016947,7,7,7,7,7,7
28-01-2022 02:34:48.191752,7,7,7,7,7,7
28-01-2022 02:34:48.206295,7,7,7,7,7,7
28-01-2022 02:34:48.374704,7,7,7,7,7,7
28-01-2022 02:34:48.542469,7,7,7,7,7,7
28-01-2022 02:34:48.558101,7,7,7,7,7,7
28-01-2022 02:34:48.733629,7,7,7,7,7,7
28-01-2022 02:34:48.749880,7,7,7,7,7,7
28-01-2022 02:34:48.921871,7,7,7,7,7,7
28-01-2022 02:34:49.106387,7,7,7,7,7,7
28-01-2022 02:34:49.116384,7,7,7,7,7,7
28-01-2022 02:34:49.285385,7,7,7,7,7,7
28-01-2022 02:34:49.293428,7,7,7,7,7,7
28-01-2022 02:34:49.467929,7,7,7,7,7,7
28-01-2022 02:34:49.651974,7,7,7,7,7,7
28-01-2022 02:34:49.659970,7,7,7,7,7,7
28-01-2022 02:34:49.831205,7,7,7,7,7,7
28-01-2022 02:34:49.839214,7,7,7,7,7,7
28-01-2022 02:34:50.015061,7,7,7,7,7,7
28-01-2022 02:34:50.198162,7,7,7,7,7,7
28-01-2022 02:34:50.206165,7,7,7,7,7,7
28-01-2022 02:34:50.386554,7,7,7,7,7,7
28-01-2022 02:34:50.386554,7,7,7,7,7,7
28-01-2022 02:34:50.567061,7,7,7,7,7,7
28-01-2022 02:34:50.575069,7,7,7,7,7,7
28-01-2022 02:34:50.747586,7,7,7,7,7,7
28-01-2022 02:34:50.925532,7,7,7,7,7,7
28-01-2022 02:34:50.955287,7,7,7,7,7,7
28-01-2022 02:34:51.118985,7,7,7,7,7,7
28-01-2022 02:34:51.126985,7,7,7,7,7,7
28-01-2022 02:34:51.295009,7,7,7,7,7,7
28-01-2022 02:34:51.477449,7,7,7,7,7,7
28-01-2022 02:34:51.509428,7,7,7,7,7,7
28-01-2022 02:34:51.659506,7,7,7,7,7,7
28-01-2022 02:34:51.668559,7,7,7,7,7,7
28-01-2022 02:34:51.837433,7,7,7,7,7,7
28-01-2022 02:34:52.022562,7,7,7,7,7,7
28-01-2022 02:34:52.209790,7,7,7,7,7,7
28-01-2022 02:34:52.223992,7,7,7,7,7,7
28-01-2022 02:34:52.392969,7,7,7,7,7,7
28-01-2022 02:34:52.573299,7,7,7,7,7,7
28-01-2022 02:34:52.581003,7,7,7,7,7,7
28-01-2022 02:34:52.757001,7,7,7,7,7,7
28-01-2022 02:34:52.757001,7,7,7,7,7,7
28-01-2022 02:34:52.933019,7,7,7,7,7,7
28-01-2022 02:34:52.941006,7,7,7,7,7,7
28-01-2022 02:34:53.121352,7,7,7,7,7,7
28-01-2022 02:34:53.297346,7,7,7,7,7,7
