Timestamp,ax,ay,az,gx,gy,gz
0,0,0,0,0,0,0
28-01-2022 01:49:12.950046,4,4,4,4,4,4
28-01-2022 01:49:13.453540,4,4,4,4,4,4
28-01-2022 01:49:13.963409,4,4,4,4,4,4
28-01-2022 01:49:14.475837,4,4,4,4,4,4
28-01-2022 01:49:14.987031,4,4,4,4,4,4
28-01-2022 02:00:04.061004,4,4,4,4,4,4
28-01-2022 02:00:04.577134,4,4,4,4,4,4
28-01-2022 02:00:05.087775,4,4,4,4,4,4
28-01-2022 02:00:05.593343,4,4,4,4,4,4
28-01-2022 02:00:06.102064,4,4,4,4,4,4
28-01-2022 02:00:06.627371,4,4,4,4,4,4
28-01-2022 02:00:07.140508,4,4,4,4,4,4
28-01-2022 02:00:07.644785,4,4,4,4,4,4
28-01-2022 02:00:08.156714,4,4,4,4,4,4
28-01-2022 02:00:08.659961,4,4,4,4,4,4
28-01-2022 02:00:09.176194,4,4,4,4,4,4
28-01-2022 02:00:09.695203,4,4,4,4,4,4
28-01-2022 02:00:10.199701,4,4,4,4,4,4
28-01-2022 02:00:10.706757,4,4,4,4,4,4
28-01-2022 02:00:11.215831,4,4,4,4,4,4
28-01-2022 02:00:11.726385,4,4,4,4,4,4
28-01-2022 02:00:12.235266,4,4,4,4,4,4
28-01-2022 02:00:12.749143,4,4,4,4,4,4
28-01-2022 02:00:13.260640,4,4,4,4,4,4
28-01-2022 02:00:13.769653,4,4,4,4,4,4
28-01-2022 02:34:46.374417,4,4,4,4,4,4
28-01-2022 02:34:46.391310,4,4,4,4,4,4
28-01-2022 02:34:46.555314,4,4,4,4,4,4
28-01-2022 02:34:46.735948,4,4,4,4,4,4
28-01-2022 02:34:46.759962,4,4,4,4,4,4
28-01-2022 02:34:46.912696,4,4,4,4,4,4
28-01-2022 02:34:46.925104,4,4,4,4,4,4
28-01-2022 02:34:47.098342,4,4,4,4,4,4
28-01-2022 02:34:47.281537,4,4,4,4,4,4
28-01-2022 02:34:47.321549,4,4,4,4,4,4
28-01-2022 02:34:47.461487,4,4,4,4,4,4
28-01-2022 02:34:47.479216,4,4,4,4,4,4
28-01-2022 02:34:47.647109,4,4,4,4,4,4
28-01-2022 02:34:47.824864,4,4,4,4,4,4
28-01-2022 02:34:47.880143,4,4,4,4,4,4
28-01-2022 02:34:48.008952,4,4,4,4,4,4
28-01-2022 02:34:48.024995,4,4,4,4,4,4
28-01-2022 02:34:48.191752,4,4,4,4,4,4
28-01-2022 02:34:48.214325,4,4,4,4,4,4
28-01-2022 02:34:48.374704,4,4,4,4,4,4
28-01-2022 02:34:48.542469,4,4,4,4,4,4
28-01-2022 02:34:48.602365,4,4,4,4,4,4
28-01-2022 02:34:48.733629,4,4,4,4,4,4
28-01-2022 02:34:48.749880,4,4,4,4,4,4
28-01-2022 02:34:48.921871,4,4,4,4,4,4
28-01-2022 02:34:49.093367,4,4,4,4,4,4
28-01-2022 02:34:49.116384,4,4,4,4,4,4
28-01-2022 02:34:49.285385,4,4,4,4,4,4
28-01-2022 02:34:49.293428,4,4,4,4,4,4
28-01-2022 02:34:49.467929,4,4,4,4,4,4
28-01-2022 02:34:49.667996,4,4,4,4,4,4
28-01-2022 02:34:49.839214,4,4,4,4,4,4
28-01-2022 02:34:50.015061,4,4,4,4,4,4
28-01-2022 02:34:50.198162,4,4,4,4,4,4
28-01-2022 02:34:50.386554,4,4,4,4,4,4
28-01-2022 02:34:50.394571,4,4,4,4,4,4
28-01-2022 02:34:50.567061,4,4,4,4,4,4
28-01-2022 02:34:50.575069,4,4,4,4,4,4
28-01-2022 02:34:50.747586,4,4,4,4,4,4
28-01-2022 02:34:50.925532,4,4,4,4,4,4
28-01-2022 02:34:50.939247,4,4,4,4,4,4
28-01-2022 02:34:51.110230,4,4,4,4,4,4
28-01-2022 02:34:51.126985,4,4,4,4,4,4
28-01-2022 02:34:51.295009,4,4,4,4,4,4
28-01-2022 02:34:51.477449,4,4,4,4,4,4
28-01-2022 02:34:51.485429,4,4,4,4,4,4
28-01-2022 02:34:51.659506,4,4,4,4,4,4
