Timestamp,ax,ay,az,gx,gy,gz
0,0,0,0,0,0,0
28-01-2022 01:49:12.936698,3,3,3,3,3,3
28-01-2022 01:49:13.453540,3,3,3,3,3,3
28-01-2022 01:49:13.963409,3,3,3,3,3,3
28-01-2022 01:49:14.467861,3,3,3,3,3,3
28-01-2022 01:49:14.987031,3,3,3,3,3,3
28-01-2022 02:00:04.053006,3,3,3,3,3,3
28-01-2022 02:00:04.569141,3,3,3,3,3,3
28-01-2022 02:00:05.087775,3,3,3,3,3,3
28-01-2022 02:00:05.593343,3,3,3,3,3,3
28-01-2022 02:00:06.096856,3,3,3,3,3,3
28-01-2022 02:00:06.627371,3,3,3,3,3,3
28-01-2022 02:00:07.128376,3,3,3,3,3,3
28-01-2022 02:00:07.644785,3,3,3,3,3,3
28-01-2022 02:00:08.156714,3,3,3,3,3,3
28-01-2022 02:00:08.659961,3,3,3,3,3,3
28-01-2022 02:00:09.168197,3,3,3,3,3,3
28-01-2022 02:00:09.695203,3,3,3,3,3,3
28-01-2022 02:00:10.199701,3,3,3,3,3,3
28-01-2022 02:00:10.706757,3,3,3,3,3,3
28-01-2022 02:00:11.215831,3,3,3,3,3,3
28-01-2022 02:00:11.726385,3,3,3,3,3,3
28-01-2022 02:00:12.235266,3,3,3,3,3,3
28-01-2022 02:00:12.749143,3,3,3,3,3,3
28-01-2022 02:00:13.260640,3,3,3,3,3,3
28-01-2022 02:00:13.769653,3,3,3,3,3,3
28-01-2022 02:34:46.374417,3,3,3,3,3,3
28-01-2022 02:34:46.391310,3,3,3,3,3,3
28-01-2022 02:34:46.555314,3,3,3,3,3,3
28-01-2022 02:34:46.743961,3,3,3,3,3,3
28-01-2022 02:34:46.775961,3,3,3,3,3,3
28-01-2022 02:34:46.912696,3,3,3,3,3,3
28-01-2022 02:34:46.933101,3,3,3,3,3,3
28-01-2022 02:34:47.098342,3,3,3,3,3,3
28-01-2022 02:34:47.281537,3,3,3,3,3,3
28-01-2022 02:34:47.289544,3,3,3,3,3,3
28-01-2022 02:34:47.469506,3,3,3,3,3,3
28-01-2022 02:34:47.479216,3,3,3,3,3,3
28-01-2022 02:34:47.647109,3,3,3,3,3,3
28-01-2022 02:34:47.831254,3,3,3,3,3,3
28-01-2022 02:34:47.880143,3,3,3,3,3,3
28-01-2022 02:34:48.008952,3,3,3,3,3,3
28-01-2022 02:34:48.016947,3,3,3,3,3,3
28-01-2022 02:34:48.191752,3,3,3,3,3,3
28-01-2022 02:34:48.214325,3,3,3,3,3,3
28-01-2022 02:34:48.374704,3,3,3,3,3,3
28-01-2022 02:34:48.542469,3,3,3,3,3,3
28-01-2022 02:34:48.594389,3,3,3,3,3,3
28-01-2022 02:34:48.733629,3,3,3,3,3,3
28-01-2022 02:34:48.741878,3,3,3,3,3,3
28-01-2022 02:34:48.921871,3,3,3,3,3,3
28-01-2022 02:34:49.093367,3,3,3,3,3,3
28-01-2022 02:34:49.116384,3,3,3,3,3,3
28-01-2022 02:34:49.285385,3,3,3,3,3,3
28-01-2022 02:34:49.293428,3,3,3,3,3,3
28-01-2022 02:34:49.467929,3,3,3,3,3,3
28-01-2022 02:34:49.651974,3,3,3,3,3,3
28-01-2022 02:34:49.659970,3,3,3,3,3,3
28-01-2022 02:34:49.831205,3,3,3,3,3,3
28-01-2022 02:34:49.839214,3,3,3,3,3,3
28-01-2022 02:34:50.015061,3,3,3,3,3,3
28-01-2022 02:34:50.198162,3,3,3,3,3,3
28-01-2022 02:34:50.206165,3,3,3,3,3,3
28-01-2022 02:34:50.386554,3,3,3,3,3,3
28-01-2022 02:34:50.386554,3,3,3,3,3,3
28-01-2022 02:34:50.567061,3,3,3,3,3,3
28-01-2022 02:34:50.575069,3,3,3,3,3,3
28-01-2022 02:34:50.747586,3,3,3,3,3,3
28-01-2022 02:34:50.925532,3,3,3,3,3,3
28-01-2022 02:34:50.955287,3,3,3,3,3,3
28-01-2022 02:34:51.110230,3,3,3,3,3,3
28-01-2022 02:34:51.118985,3,3,3,3,3,3
28-01-2022 02:34:51.295009,3,3,3,3,3,3
28-01-2022 02:34:51.485429,3,3,3,3,3,3
28-01-2022 02:34:51.509428,3,3,3,3,3,3
28-01-2022 02:34:51.659506,3,3,3,3,3,3
28-01-2022 02:34:51.665526,3,3,3,3,3,3
28-01-2022 02:34:51.837433,3,3,3,3,3,3
28-01-2022 02:34:52.022562,3,3,3,3,3,3
28-01-2022 02:34:52.030567,3,3,3,3,3,3
28-01-2022 02:34:52.209790,3,3,3,3,3,3
28-01-2022 02:34:52.215993,3,3,3,3,3,3
28-01-2022 02:34:52.392969,3,3,3,3,3,3
28-01-2022 02:34:52.573299,3,3,3,3,3,3
28-01-2022 02:34:52.589003,3,3,3,3,3,3
28-01-2022 02:34:52.749003,3,3,3,3,3,3
28-01-2022 02:34:52.757001,3,3,3,3,3,3
28-01-2022 02:34:52.933019,3,3,3,3,3,3
28-01-2022 02:34:52.941006,3,3,3,3,3,3
28-01-2022 02:34:53.121352,3,3,3,3,3,3
28-01-2022 02:34:53.297346,3,3,3,3,3,3
28-01-2022 02:34:53.305356,3,3,3,3,3,3
28-01-2022 02:34:53.485587,3,3,3,3,3,3
28-01-2022 02:34:53.501587,3,3,3,3,3,3
28-01-2022 02:34:53.663902,3,3,3,3,3,3
28-01-2022 02:34:53.681264,3,3,3,3,3,3
28-01-2022 02:34:53.847196,3,3,3,3,3,3
28-01-2022 02:34:53.855182,3,3,3,3,3,3
28-01-2022 02:34:54.031922,3,3,3,3,3,3
28-01-2022 02:34:54.214221,3,3,3,3,3,3
28-01-2022 02:34:54.222218,3,3,3,3,3,3
28-01-2022 02:34:54.391507,3,3,3,3,3,3
28-01-2022 02:34:54.399485,3,3,3,3,3,3
28-01-2022 02:34:54.580869,3,3,3,3,3,3
28-01-2022 02:34:54.588873,3,3,3,3,3,3
28-01-2022 02:34:54.759917,3,3,3,3,3,3
28-01-2022 02:34:54.938242,3,3,3,3,3,3
