Timestamp,ax,ay,az,gx,gy,gz
0,0,0,0,0,0,0
28-01-2022 01:49:13.266535,1,1,1,1,1,1
28-01-2022 01:49:13.776293,1,1,1,1,1,1
28-01-2022 01:49:14.283810,1,1,1,1,1,1
28-01-2022 01:49:14.804954,1,1,1,1,1,1
28-01-2022 02:00:04.386590,1,1,1,1,1,1
28-01-2022 02:00:04.892476,1,1,1,1,1,1
28-01-2022 02:00:05.400175,1,1,1,1,1,1
28-01-2022 02:00:05.913368,1,1,1,1,1,1
28-01-2022 02:00:06.434887,1,1,1,1,1,1
28-01-2022 02:00:06.940141,1,1,1,1,1,1
28-01-2022 02:00:07.467888,1,1,1,1,1,1
28-01-2022 02:00:07.962920,1,1,1,1,1,1
28-01-2022 02:00:08.471582,1,1,1,1,1,1
28-01-2022 02:00:08.984150,1,1,1,1,1,1
28-01-2022 02:00:09.502830,1,1,1,1,1,1
28-01-2022 02:00:10.013153,1,1,1,1,1,1
28-01-2022 02:00:10.517856,1,1,1,1,1,1
28-01-2022 02:00:11.024080,1,1,1,1,1,1
28-01-2022 02:00:11.540795,1,1,1,1,1,1
28-01-2022 02:00:12.048034,1,1,1,1,1,1
28-01-2022 02:00:12.557028,1,1,1,1,1,1
28-01-2022 02:00:13.073827,1,1,1,1,1,1
28-01-2022 02:00:13.587770,1,1,1,1,1,1
28-01-2022 02:00:14.086026,1,1,1,1,1,1
28-01-2022 02:34:46.591953,1,1,1,1,1,1
28-01-2022 02:34:46.599959,1,1,1,1,1,1
28-01-2022 02:34:46.599959,1,1,1,1,1,1
28-01-2022 02:34:46.743961,1,1,1,1,1,1
28-01-2022 02:34:46.759962,1,1,1,1,1,1
28-01-2022 02:34:46.912696,1,1,1,1,1,1
28-01-2022 02:34:46.933101,1,1,1,1,1,1
28-01-2022 02:34:47.098342,1,1,1,1,1,1
28-01-2022 02:34:47.281537,1,1,1,1,1,1
28-01-2022 02:34:47.297544,1,1,1,1,1,1
28-01-2022 02:34:47.461487,1,1,1,1,1,1
28-01-2022 02:34:47.471215,1,1,1,1,1,1
28-01-2022 02:34:47.647109,1,1,1,1,1,1
28-01-2022 02:34:47.824864,1,1,1,1,1,1
28-01-2022 02:34:47.831254,1,1,1,1,1,1
28-01-2022 02:34:48.008952,1,1,1,1,1,1
28-01-2022 02:34:48.016947,1,1,1,1,1,1
28-01-2022 02:34:48.191752,1,1,1,1,1,1
28-01-2022 02:34:48.191752,1,1,1,1,1,1
28-01-2022 02:34:48.374704,1,1,1,1,1,1
28-01-2022 02:34:48.542469,1,1,1,1,1,1
28-01-2022 02:34:48.577241,1,1,1,1,1,1
28-01-2022 02:34:48.733629,1,1,1,1,1,1
28-01-2022 02:34:48.741878,1,1,1,1,1,1
28-01-2022 02:34:48.921871,1,1,1,1,1,1
28-01-2022 02:34:49.093367,1,1,1,1,1,1
28-01-2022 02:34:49.108380,1,1,1,1,1,1
28-01-2022 02:34:49.285385,1,1,1,1,1,1
28-01-2022 02:34:49.293428,1,1,1,1,1,1
28-01-2022 02:34:49.467929,1,1,1,1,1,1
28-01-2022 02:34:49.643996,1,1,1,1,1,1
28-01-2022 02:34:49.659970,1,1,1,1,1,1
28-01-2022 02:34:49.831205,1,1,1,1,1,1
28-01-2022 02:34:49.831205,1,1,1,1,1,1
28-01-2022 02:34:50.015061,1,1,1,1,1,1
28-01-2022 02:34:50.198162,1,1,1,1,1,1
28-01-2022 02:34:50.206165,1,1,1,1,1,1
28-01-2022 02:34:50.385656,1,1,1,1,1,1
28-01-2022 02:34:50.386554,1,1,1,1,1,1
28-01-2022 02:34:50.567061,1,1,1,1,1,1
28-01-2022 02:34:50.575069,1,1,1,1,1,1
28-01-2022 02:34:50.747586,1,1,1,1,1,1
28-01-2022 02:34:50.925532,1,1,1,1,1,1
28-01-2022 02:34:50.939247,1,1,1,1,1,1
28-01-2022 02:34:51.110230,1,1,1,1,1,1
28-01-2022 02:34:51.118985,1,1,1,1,1,1
28-01-2022 02:34:51.295009,1,1,1,1,1,1
28-01-2022 02:34:51.477449,1,1,1,1,1,1
28-01-2022 02:34:51.493425,1,1,1,1,1,1
28-01-2022 02:34:51.659506,1,1,1,1,1,1
28-01-2022 02:34:51.668559,1,1,1,1,1,1
28-01-2022 02:34:51.837433,1,1,1,1,1,1
28-01-2022 02:34:52.022562,1,1,1,1,1,1
28-01-2022 02:34:52.038566,1,1,1,1,1,1
28-01-2022 02:34:52.209790,1,1,1,1,1,1
28-01-2022 02:34:52.223992,1,1,1,1,1,1
28-01-2022 02:34:52.384969,1,1,1,1,1,1
28-01-2022 02:34:52.573299,1,1,1,1,1,1
28-01-2022 02:34:52.581003,1,1,1,1,1,1
28-01-2022 02:34:52.749003,1,1,1,1,1,1
28-01-2022 02:34:52.757001,1,1,1,1,1,1
28-01-2022 02:34:52.933019,1,1,1,1,1,1
28-01-2022 02:34:52.941006,1,1,1,1,1,1
28-01-2022 02:34:53.297346,1,1,1,1,1,1
28-01-2022 02:34:53.305356,1,1,1,1,1,1
28-01-2022 02:34:53.485587,1,1,1,1,1,1
28-01-2022 02:34:53.671884,1,1,1,1,1,1
28-01-2022 02:34:53.681264,1,1,1,1,1,1
28-01-2022 02:34:53.847196,1,1,1,1,1,1
28-01-2022 02:34:53.855182,1,1,1,1,1,1
28-01-2022 02:34:54.031922,1,1,1,1,1,1
28-01-2022 02:34:54.214221,1,1,1,1,1,1
28-01-2022 02:34:54.222218,1,1,1,1,1,1
28-01-2022 02:34:54.391507,1,1,1,1,1,1
28-01-2022 02:34:54.399485,1,1,1,1,1,1
28-01-2022 02:34:54.580869,1,1,1,1,1,1
28-01-2022 02:34:54.588873,1,1,1,1,1,1
28-01-2022 02:34:54.759917,1,1,1,1,1,1
28-01-2022 02:34:54.938242,1,1,1,1,1,1
28-01-2022 02:34:54.949456,1,1,1,1,1,1
28-01-2022 02:34:55.129750,1,1,1,1,1,1
28-01-2022 02:34:55.139589,1,1,1,1,1,1
28-01-2022 02:34:55.307395,1,1,1,1,1,1
28-01-2022 02:34:55.488672,1,1,1,1,1,1
28-01-2022 02:34:55.503521,1,1,1,1,1,1
28-01-2022 02:34:55.660931,1,1,1,1,1,1
28-01-2022 02:34:55.676949,1,1,1,1,1,1
28-01-2022 02:34:55.851322,1,1,1,1,1,1
28-01-2022 02:34:56.030355,1,1,1,1,1,1
28-01-2022 02:34:56.054580,1,1,1,1,1,1
28-01-2022 02:34:56.217985,1,1,1,1,1,1
28-01-2022 02:34:56.229901,1,1,1,1,1,1
28-01-2022 02:34:56.392571,1,1,1,1,1,1
28-01-2022 02:34:56.587114,1,1,1,1,1,1
28-01-2022 02:34:56.595116,1,1,1,1,1,1
28-01-2022 02:34:56.764984,1,1,1,1,1,1
28-01-2022 02:34:56.781478,1,1,1,1,1,1
28-01-2022 02:34:56.949082,1,1,1,1,1,1
28-01-2022 02:34:57.133121,1,1,1,1,1,1
28-01-2022 02:34:57.141115,1,1,1,1,1,1
28-01-2022 02:34:57.317514,1,1,1,1,1,1
28-01-2022 02:34:57.317514,1,1,1,1,1,1
28-01-2022 02:34:57.503340,1,1,1,1,1,1
28-01-2022 02:34:57.503340,1,1,1,1,1,1
28-01-2022 02:34:57.870580,1,1,1,1,1,1
28-01-2022 02:34:57.878584,1,1,1,1,1,1
28-01-2022 02:34:58.051862,1,1,1,1,1,1
28-01-2022 02:34:58.230016,1,1,1,1,1,1
28-01-2022 02:34:58.410891,1,1,1,1,1,1
28-01-2022 02:34:58.418887,1,1,1,1,1,1
28-01-2022 02:34:58.595483,1,1,1,1,1,1
28-01-2022 02:34:58.603458,1,1,1,1,1,1
28-01-2022 02:34:58.779482,1,1,1,1,1,1
28-01-2022 02:34:58.787465,1,1,1,1,1,1
28-01-2022 02:34:58.963480,1,1,1,1,1,1
28-01-2022 02:34:59.147479,1,1,1,1,1,1
28-01-2022 02:34:59.171497,1,1,1,1,1,1
28-01-2022 02:34:59.330528,1,1,1,1,1,1
28-01-2022 02:34:59.338559,1,1,1,1,1,1
28-01-2022 02:34:59.509718,1,1,1,1,1,1
28-01-2022 02:34:59.698168,1,1,1,1,1,1
28-01-2022 02:34:59.871189,1,1,1,1,1,1
28-01-2022 02:34:59.879181,1,1,1,1,1,1
28-01-2022 02:35:00.059506,1,1,1,1,1,1
28-01-2022 02:35:00.235431,1,1,1,1,1,1
28-01-2022 02:35:00.251757,1,1,1,1,1,1
28-01-2022 02:35:00.417232,1,1,1,1,1,1
28-01-2022 02:35:00.433209,1,1,1,1,1,1
28-01-2022 02:35:00.602656,1,1,1,1,1,1
28-01-2022 02:35:00.610631,1,1,1,1,1,1
28-01-2022 02:35:00.786657,1,1,1,1,1,1
28-01-2022 02:35:00.965430,1,1,1,1,1,1
28-01-2022 02:35:00.976706,1,1,1,1,1,1
28-01-2022 02:35:01.140705,1,1,1,1,1,1
28-01-2022 02:35:01.157837,1,1,1,1,1,1
28-01-2022 02:35:01.332318,1,1,1,1,1,1
28-01-2022 02:35:01.516647,1,1,1,1,1,1
28-01-2022 02:35:01.524717,1,1,1,1,1,1
28-01-2022 02:35:01.696281,1,1,1,1,1,1
28-01-2022 02:35:01.708401,1,1,1,1,1,1
28-01-2022 02:35:01.880492,1,1,1,1,1,1
28-01-2022 02:35:02.060711,1,1,1,1,1,1
28-01-2022 02:35:02.068782,1,1,1,1,1,1
28-01-2022 02:35:02.231349,1,1,1,1,1,1
